date;temp
2016-03-11;-0,1
2016-03-10;0,5
2016-03-09;3
2016-03-08;-0,3
2016-03-07;1,8
2016-03-06;1,1
2016-03-05;1,1
2016-03-04;-0,7
2016-03-03;1,6
2016-03-02;-3,3
2016-03-01;-4,3
2016-02-29;-0,9
2016-02-28;-0,7
2016-02-27;0
2016-02-26;0,4
2016-02-25;-2,6
2016-02-24;-0,5
2016-02-23;0,8
2016-02-22;-4,4
2016-02-21;-5,9
2016-02-20;-2,8
2016-02-19;-5,7
2016-02-18;-4,4
2016-02-17;-1,3
2016-02-16;1,7
2016-02-15;0,2
2016-02-14;0,5
2016-02-13;1,2
2016-02-12;0,3
2016-02-11;2
2016-02-10;-2,3
2016-02-09;-0,4
2016-02-08;-0,3
2016-02-07;-2,6
2016-02-06;-0,4
2016-02-05;-0,4
2016-02-04;2,7
2016-02-03;2,5
2016-02-02;0,3
2016-02-01;0,4
2016-01-31;2,7
2016-01-30;2,5
2016-01-29;0,8
2016-01-28;-1,6
2016-01-27;-8,3
2016-01-26;-10,7
2016-01-25;-16,5
2016-01-24;-15,4
2016-01-23;-12,7
2016-01-22;-14
2016-01-21;-7,3
2016-01-20;-9,3
2016-01-19;-9,9
2016-01-18;-9,6
2016-01-17;-6,3
2016-01-16;-12,2
2016-01-15;-11,7
2016-01-14;-5,8
2016-01-13;-6,9
2016-01-12;-15,5
2016-01-11;-16,5
2016-01-10;-15
2016-01-09;-12,3
2016-01-08;-11,2
2016-01-07;-12,7
2016-01-06;-16,4
2016-01-05;-17,6
2016-01-04;-13,9
2016-01-03;-15,2
2016-01-02;-16,3
2016-01-01;-12,9
